,tc,buf_size,model_x,time_x,idx,count_x,fperf,model_y,time_y,count_y,ours,diff,better,per
13,fq,400,fperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperf,1612.2430000000002,276396,744,1612.2430000000002,OursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOurs,3057.481000000002,744,3057.481000000002,-1445.2379999999985,48,0.06451612903225806
14,fq,500,fperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperf,11263.795000000002,23436,217,11263.795000000002,OursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOurs,936.1630000000002,217,936.1630000000002,10327.631999999992,217,1.0
15,loom.mem,10,fperf,0.837,0,1,0.837,Ours,14.01,1,14.01,-13.173,0,0.0
16,loom.mem,15,fperffperffperffperffperffperffperffperffperffperffperf,72.153,55,11,72.153,OursOursOursOursOursOursOursOursOursOursOurs,395.58000000000004,11,395.58000000000004,-323.427,2,0.18181818181818182
17,loom.mem,20,fperffperffperffperffperffperffperffperffperffperffperf,136.37699999999998,55,11,136.37699999999998,OursOursOursOursOursOursOursOursOursOursOurs,431.424,11,431.424,-295.047,2,0.18181818181818182
18,loom.mem,25,fperffperffperffperffperffperffperffperffperffperffperf,193.435,55,11,193.435,OursOursOursOursOursOursOursOursOursOursOurs,290.903,11,290.903,-97.468,2,0.18181818181818182
19,loom.mem,30,fperffperffperffperffperffperffperffperffperffperffperf,1229.44,55,11,1229.44,OursOursOursOursOursOursOursOursOursOursOurs,611.9639999999999,11,611.9639999999999,617.476,5,0.45454545454545453
20,loom.mem,35,fperffperffperffperffperffperffperffperffperffperffperf,931.886,55,11,931.886,OursOursOursOursOursOursOursOursOursOursOurs,485.657,11,485.657,446.229,10,0.9090909090909091
21,loom.mem,40,fperffperffperffperffperffperffperffperffperffperffperf,706.103,55,11,706.103,OursOursOursOursOursOursOursOursOursOursOurs,428.50200000000007,11,428.50200000000007,277.60100000000006,4,0.36363636363636365
22,loom.mem,45,fperffperffperffperffperffperffperffperffperffperffperf,2418.335000000001,55,11,2418.335000000001,OursOursOursOursOursOursOursOursOursOursOurs,508.756,11,508.756,1909.5790000000002,6,0.5454545454545454
23,prio,10,fperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperf,0.4150000000000002,1081,47,0.4150000000000002,OursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOurs,1.355,47,1.355,-0.9400000000000006,0,0.0
24,prio,25,fperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperf,0.279,120,16,0.279,OursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOurs,1.114,16,1.114,-0.8350000000000002,0,0.0
25,prio,50,fperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperf,1.9440000000000004,861,42,1.9440000000000004,OursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOurs,3.309,42,3.309,-1.3650000000000002,1,0.023809523809523808
26,prio,75,fperffperffperffperffperffperffperffperffperffperffperffperffperffperffperf,2.988,105,15,2.988,OursOursOursOursOursOursOursOursOursOursOursOursOursOursOurs,0.832,15,0.832,2.156,15,1.0
27,prio,100,fperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperf,2.5520000000000005,210,21,2.5520000000000005,OursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOurs,1.8710000000000002,21,1.8710000000000002,0.6809999999999999,19,0.9047619047619048
28,prio,125,fperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperf,5.805000000000001,136,17,5.805000000000001,OursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOurs,0.4110000000000001,17,0.4110000000000001,5.394,17,1.0
29,prio,150,fperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperf,12.278,780,40,12.278,OursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOurs,1.0860000000000005,40,1.0860000000000005,11.191999999999998,40,1.0
30,prio,175,fperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperf,12.392999999999997,351,27,12.392999999999997,OursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOurs,0.7060000000000003,27,0.7060000000000003,11.687000000000001,27,1.0
31,prio,200,fperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperf,24.190999999999995,2145,66,24.190999999999995,OursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOurs,1.8529999999999995,66,1.8529999999999995,22.337999999999997,66,1.0
32,prio,250,fperffperffperffperffperffperffperffperffperffperffperffperffperf,16.023,78,13,16.023,OursOursOursOursOursOursOursOursOursOursOursOursOurs,0.34099999999999997,13,0.34099999999999997,15.681999999999999,13,1.0
33,prio,300,fperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperf,32.995000000000005,561,34,32.995000000000005,OursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOurs,1.0790000000000004,34,1.0790000000000004,31.916000000000004,34,1.0
34,prio,350,fperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperf,60.721000000000004,153,18,60.721000000000004,OursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOurs,0.5310000000000001,18,0.5310000000000001,60.19000000000001,18,1.0
35,prio,400,fperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperf,133.394,780,40,133.394,OursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOurs,1.0760000000000005,40,1.0760000000000005,132.318,40,1.0
36,prio,450,fperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperf,82.30099999999999,231,22,82.30099999999999,OursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOurs,0.5080000000000002,22,0.5080000000000002,81.79299999999999,22,1.0
37,prio,500,fperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperf,368.08000000000004,561,34,368.08000000000004,OursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOurs,0.9970000000000006,34,0.9970000000000006,367.08299999999997,34,1.0
38,rr,25,fperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperf,5.352000000000001,1953,63,5.352000000000001,OursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOurs,9.446000000000002,63,9.446000000000002,-4.093999999999999,8,0.12698412698412698
39,rr,50,fperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperf,3.23,210,21,3.23,OursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOurs,2.359,21,2.359,0.8709999999999999,17,0.8095238095238095
40,rr,75,fperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperf,13.722000000000005,2775,75,13.722000000000005,OursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOurs,11.838000000000001,75,11.838000000000001,1.884,53,0.7066666666666667
41,rr,100,fperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperf,14.447000000000001,496,32,14.447000000000001,OursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOurs,3.934,32,3.934,10.512999999999998,32,1.0
42,rr,125,fperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperf,5.995,120,16,5.995,OursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOurs,2.439,16,2.439,3.555999999999999,16,1.0
43,rr,150,fperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperf,20.436999999999998,1128,48,20.436999999999998,OursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOurs,6.318999999999999,48,6.318999999999999,14.118,48,1.0
44,rr,175,fperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperf,103.10399999999996,3321,82,103.10399999999996,OursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOurs,13.506000000000002,82,13.506000000000002,89.59800000000003,82,1.0
45,rr,200,fperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperf,105.55899999999998,2211,67,105.55899999999998,OursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOurs,10.161999999999999,67,10.161999999999999,95.39699999999999,67,1.0
46,rr,250,fperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperf,368.24600000000044,90525,426,368.24600000000044,OursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOurs,78.243,426,78.243,290.00300000000016,426,1.0
47,rr,300,fperffperffperffperffperffperffperffperffperffperffperffperffperf,12.281,78,13,12.281,OursOursOursOursOursOursOursOursOursOursOursOursOurs,1.341,13,1.341,10.940000000000001,13,1.0
48,rr,350,fperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperf,1979.864999999999,56616,337,1979.864999999999,OursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOurs,58.51200000000003,337,58.51200000000003,1921.3529999999998,337,1.0
49,rr,400,fperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperf,209.59799999999996,378,28,209.59799999999996,OursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOurs,3.8169999999999997,28,3.8169999999999997,205.78099999999995,28,1.0
50,rr,450,fperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperffperf,250.29000000000005,990,45,250.29000000000005,OursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOursOurs,7.189999999999998,45,7.189999999999998,243.10000000000008,45,1.0
